# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 52.912, -1.186 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "52.91175422901093", "lon": "-1.1857268059210286", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "3.5", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-03-29 09:00,2019-03-29 09:00,1.943,0.584,0.102,9.926
2019-03-29 10:00,2019-03-29 10:00,2.286,0.732,0.105,12.188
2019-03-29 11:00,2019-03-29 11:00,2.422,0.791,0.113,13.587
2019-03-29 12:00,2019-03-29 12:00,2.347,0.750,0.124,14.506
2019-03-29 13:00,2019-03-29 13:00,2.104,0.638,0.135,15.025
2019-03-29 14:00,2019-03-29 14:00,1.704,0.470,0.140,15.121
2019-03-29 15:00,2019-03-29 15:00,1.174,0.276,0.137,14.789
2019-03-29 16:00,2019-03-29 16:00,0.577,0.098,0.112,13.896
2019-03-29 17:00,2019-03-29 17:00,0.145,0.016,0.052,11.530
2019-03-29 18:00,2019-03-29 18:00,0,0,0.003,8.934
2019-03-29 19:00,2019-03-29 19:00,0,0,0,7.993
2019-03-29 20:00,2019-03-29 20:00,0,0,0,7.325
2019-03-29 21:00,2019-03-29 21:00,0,0,0,6.742
2019-03-29 22:00,2019-03-29 22:00,0,0,0,6.206
2019-03-29 23:00,2019-03-29 23:00,0,0,0,5.779
2019-03-30 00:00,2019-03-30 00:00,0,0,0,5.445
2019-03-30 01:00,2019-03-30 01:00,0,0,0,5.050
2019-03-30 02:00,2019-03-30 02:00,0,0,0,4.783
2019-03-30 03:00,2019-03-30 03:00,0,0,0,4.442
2019-03-30 04:00,2019-03-30 04:00,0,0,0,4.202
2019-03-30 05:00,2019-03-30 05:00,0,0,0.001,4.153
2019-03-30 06:00,2019-03-30 06:00,0.125,0.015,0.045,4.528
2019-03-30 07:00,2019-03-30 07:00,0.560,0.096,0.101,5.850
2019-03-30 08:00,2019-03-30 08:00,1.194,0.283,0.124,7.767
2019-03-30 09:00,2019-03-30 09:00,1.946,0.586,0.104,10.737
2019-03-30 10:00,2019-03-30 10:00,2.304,0.740,0.105,12.460
2019-03-30 11:00,2019-03-30 11:00,2.473,0.816,0.109,13.373
2019-03-30 12:00,2019-03-30 12:00,2.439,0.798,0.115,13.926
2019-03-30 13:00,2019-03-30 13:00,2.269,0.722,0.117,14.188
2019-03-30 14:00,2019-03-30 14:00,1.782,0.500,0.137,14.019
2019-03-30 15:00,2019-03-30 15:00,0.988,0.184,0.162,13.325
2019-03-30 16:00,2019-03-30 16:00,0.345,0.027,0.106,12.242
2019-03-30 17:00,2019-03-30 17:00,0.073,0.004,0.039,10.535
2019-03-30 18:00,2019-03-30 18:00,0,0,0.003,8.731
2019-03-30 19:00,2019-03-30 19:00,0,0,0,8.042
2019-03-30 20:00,2019-03-30 20:00,0,0,0,7.453
2019-03-30 21:00,2019-03-30 21:00,0,0,0,7.040
2019-03-30 22:00,2019-03-30 22:00,0,0,0,6.789
2019-03-30 23:00,2019-03-30 23:00,0,0,0,6.705
2019-03-31 00:00,2019-03-31 00:00,0,0,0,6.623
2019-03-31 01:00,2019-03-31 02:00,0,0,0,6.474
2019-03-31 02:00,2019-03-31 03:00,0,0,0,6.259
2019-03-31 03:00,2019-03-31 04:00,0,0,0,6.013
2019-03-31 04:00,2019-03-31 05:00,0,0,0,5.748
2019-03-31 05:00,2019-03-31 06:00,0,0,0.001,5.416
2019-03-31 06:00,2019-03-31 07:00,0.075,0.005,0.038,5.483
2019-03-31 07:00,2019-03-31 08:00,0.445,0.057,0.105,6.254
2019-03-31 08:00,2019-03-31 09:00,1.110,0.243,0.134,7.415
2019-03-31 09:00,2019-03-31 10:00,1.844,0.526,0.118,8.763
2019-03-31 10:00,2019-03-31 11:00,2.268,0.707,0.112,9.943
2019-03-31 11:00,2019-03-31 12:00,2.505,0.819,0.107,10.792
2019-03-31 12:00,2019-03-31 13:00,2.509,0.821,0.109,11.243
2019-03-31 13:00,2019-03-31 14:00,2.236,0.691,0.120,11.278
2019-03-31 14:00,2019-03-31 15:00,1.961,0.586,0.111,10.994
2019-03-31 15:00,2019-03-31 16:00,1.461,0.402,0.104,10.334
2019-03-31 16:00,2019-03-31 17:00,0.858,0.208,0.088,9.284
2019-03-31 17:00,2019-03-31 18:00,0.273,0.053,0.055,7.524
2019-03-31 18:00,2019-03-31 19:00,0,0,0.005,4.844
2019-03-31 19:00,2019-03-31 20:00,0,0,0,3.596
2019-03-31 20:00,2019-03-31 21:00,0,0,0,2.711
2019-03-31 21:00,2019-03-31 22:00,0,0,0,1.933
2019-03-31 22:00,2019-03-31 23:00,0,0,0,1.315
2019-03-31 23:00,2019-04-01 00:00,0,0,0,0.806
2019-04-01 00:00,2019-04-01 01:00,0,0,0,0.425
2019-04-01 01:00,2019-04-01 02:00,0,0,0,0.064
2019-04-01 02:00,2019-04-01 03:00,0,0,0,-0.137
2019-04-01 03:00,2019-04-01 04:00,0,0,0,-0.187
2019-04-01 04:00,2019-04-01 05:00,0,0,0,-0.478
2019-04-01 05:00,2019-04-01 06:00,0,0,0.002,-0.820
2019-04-01 06:00,2019-04-01 07:00,0.185,0.032,0.046,0.867
2019-04-01 07:00,2019-04-01 08:00,0.833,0.207,0.074,3.236
2019-04-01 08:00,2019-04-01 09:00,1.513,0.430,0.083,5.867
2019-04-01 09:00,2019-04-01 10:00,2.023,0.618,0.092,7.741
2019-04-01 10:00,2019-04-01 11:00,2.327,0.737,0.103,9.210
2019-04-01 11:00,2019-04-01 12:00,2.393,0.755,0.120,10.417
2019-04-01 12:00,2019-04-01 13:00,2.320,0.716,0.131,11.325
2019-04-01 13:00,2019-04-01 14:00,2.147,0.645,0.131,11.960
2019-04-01 14:00,2019-04-01 15:00,1.840,0.530,0.124,12.324
2019-04-01 15:00,2019-04-01 16:00,1.394,0.375,0.111,12.349
2019-04-01 16:00,2019-04-01 17:00,0.812,0.190,0.094,11.900
2019-04-01 17:00,2019-04-01 18:00,0.232,0.037,0.059,9.822
2019-04-01 18:00,2019-04-01 19:00,0,0,0.006,6.774
2019-04-01 19:00,2019-04-01 20:00,0,0,0,5.871
2019-04-01 20:00,2019-04-01 21:00,0,0,0,5.562
2019-04-01 21:00,2019-04-01 22:00,0,0,0,5.451
2019-04-01 22:00,2019-04-01 23:00,0,0,0,5.125
2019-04-01 23:00,2019-04-02 00:00,0,0,0,4.537
2019-04-02 00:00,2019-04-02 01:00,0,0,0,4.000
2019-04-02 01:00,2019-04-02 02:00,0,0,0,3.545
2019-04-02 02:00,2019-04-02 03:00,0,0,0,3.330
2019-04-02 03:00,2019-04-02 04:00,0,0,0,3.812
2019-04-02 04:00,2019-04-02 05:00,0,0,0,4.162
2019-04-02 05:00,2019-04-02 06:00,0,0,0.001,4.200
2019-04-02 06:00,2019-04-02 07:00,0,0,0.013,4.023
2019-04-02 07:00,2019-04-02 08:00,0.054,0.001,0.035,3.908
2019-04-02 08:00,2019-04-02 09:00,0.154,0.002,0.067,4.018
2019-04-02 09:00,2019-04-02 10:00,0.296,0.005,0.109,4.622
2019-04-02 10:00,2019-04-02 11:00,0.513,0.012,0.170,5.560
2019-04-02 11:00,2019-04-02 12:00,0.731,0.026,0.226,6.543
2019-04-02 12:00,2019-04-02 13:00,0.840,0.039,0.249,7.174
2019-04-02 13:00,2019-04-02 14:00,0.918,0.055,0.258,7.521
2019-04-02 14:00,2019-04-02 15:00,0.788,0.046,0.225,7.440
2019-04-02 15:00,2019-04-02 16:00,0.529,0.023,0.165,7.003
2019-04-02 16:00,2019-04-02 17:00,0.320,0.012,0.110,6.463
2019-04-02 17:00,2019-04-02 18:00,0.111,0.004,0.052,5.506
2019-04-02 18:00,2019-04-02 19:00,0,0,0.005,3.673
2019-04-02 19:00,2019-04-02 20:00,0,0,0,2.884
2019-04-02 20:00,2019-04-02 21:00,0,0,0,2.443
2019-04-02 21:00,2019-04-02 22:00,0,0,0,2.015
2019-04-02 22:00,2019-04-02 23:00,0,0,0,1.604
2019-04-02 23:00,2019-04-03 00:00,0,0,0,1.302
2019-04-03 00:00,2019-04-03 01:00,0,0,0,1.000
2019-04-03 01:00,2019-04-03 02:00,0,0,0,0.708
2019-04-03 02:00,2019-04-03 03:00,0,0,0,0.410
2019-04-03 03:00,2019-04-03 04:00,0,0,0,0.181
2019-04-03 04:00,2019-04-03 05:00,0,0,0,0.090
2019-04-03 05:00,2019-04-03 06:00,0,0,0.003,0.266
2019-04-03 06:00,2019-04-03 07:00,0.078,0.003,0.040,0.990
2019-04-03 07:00,2019-04-03 08:00,0.326,0.019,0.103,1.970
2019-04-03 08:00,2019-04-03 09:00,0.939,0.138,0.177,3.692
2019-04-03 09:00,2019-04-03 10:00,1.553,0.330,0.195,5.232
2019-04-03 10:00,2019-04-03 11:00,1.490,0.259,0.247,6.219
2019-04-03 11:00,2019-04-03 12:00,1.484,0.230,0.275,6.865
2019-04-03 12:00,2019-04-03 13:00,1.389,0.192,0.281,7.243
2019-04-03 13:00,2019-04-03 14:00,1.183,0.136,0.266,7.343
2019-04-03 14:00,2019-04-03 15:00,0.974,0.099,0.233,7.247
2019-04-03 15:00,2019-04-03 16:00,0.730,0.065,0.187,7.052
2019-04-03 16:00,2019-04-03 17:00,0.350,0.019,0.113,6.521
2019-04-03 17:00,2019-04-03 18:00,0.093,0.003,0.046,5.488
2019-04-03 18:00,2019-04-03 19:00,0,0,0.005,3.674
2019-04-03 19:00,2019-04-03 20:00,0,0,0,2.808
2019-04-03 20:00,2019-04-03 21:00,0,0,0,2.286
2019-04-03 21:00,2019-04-03 22:00,0,0,0,1.755
2019-04-03 22:00,2019-04-03 23:00,0,0,0,1.219
2019-04-03 23:00,2019-04-04 00:00,0,0,0,0.684
2019-04-04 00:00,2019-04-04 01:00,0,0,0,0.159
2019-04-04 01:00,2019-04-04 02:00,0,0,0,-0.300
2019-04-04 02:00,2019-04-04 03:00,0,0,0,-0.350
2019-04-04 03:00,2019-04-04 04:00,0,0,0,-0.073
2019-04-04 04:00,2019-04-04 05:00,0,0,0,-0.145
2019-04-04 05:00,2019-04-04 06:00,0,0,0.003,-0.479
2019-04-04 06:00,2019-04-04 07:00,0.130,0.007,0.053,0.124
2019-04-04 07:00,2019-04-04 08:00,0.540,0.061,0.126,1.690
2019-04-04 08:00,2019-04-04 09:00,0.988,0.146,0.185,3.728
2019-04-04 09:00,2019-04-04 10:00,0.869,0.071,0.223,4.951
2019-04-04 10:00,2019-04-04 11:00,0.782,0.041,0.226,5.804
2019-04-04 11:00,2019-04-04 12:00,0.922,0.056,0.258,7.036
2019-04-04 12:00,2019-04-04 13:00,1.075,0.087,0.279,8.073
2019-04-04 13:00,2019-04-04 14:00,1.061,0.093,0.270,8.514
2019-04-04 14:00,2019-04-04 15:00,0.797,0.053,0.222,8.490
2019-04-04 15:00,2019-04-04 16:00,0.536,0.026,0.165,8.191
2019-04-04 16:00,2019-04-04 17:00,0.290,0.010,0.103,7.534
2019-04-04 17:00,2019-04-04 18:00,0.072,0.002,0.040,6.652
2019-04-04 18:00,2019-04-04 19:00,0,0,0.004,5.918
2019-04-04 19:00,2019-04-04 20:00,0,0,0,5.601
2019-04-04 20:00,2019-04-04 21:00,0,0,0,5.476
2019-04-04 21:00,2019-04-04 22:00,0,0,0,5.398
2019-04-04 22:00,2019-04-04 23:00,0,0,0,5.191
2019-04-04 23:00,2019-04-05 00:00,0,0,0,4.953
2019-04-05 00:00,2019-04-05 01:00,0,0,0,4.685
2019-04-05 01:00,2019-04-05 02:00,0,0,0,4.433
2019-04-05 02:00,2019-04-05 03:00,0,0,0,3.989
2019-04-05 03:00,2019-04-05 04:00,0,0,0,3.372
2019-04-05 04:00,2019-04-05 05:00,0,0,0,2.972
2019-04-05 05:00,2019-04-05 06:00,0,0,0.005,2.778
2019-04-05 06:00,2019-04-05 07:00,0.175,0.018,0.058,3.512
2019-04-05 07:00,2019-04-05 08:00,0.672,0.121,0.111,5.281
2019-04-05 08:00,2019-04-05 09:00,1.263,0.296,0.134,7.816
2019-04-05 09:00,2019-04-05 10:00,1.805,0.494,0.139,10.171
2019-04-05 10:00,2019-04-05 11:00,2.089,0.598,0.153,11.649
2019-04-05 11:00,2019-04-05 12:00,2.160,0.612,0.173,12.487
2019-04-05 12:00,2019-04-05 13:00,2.119,0.590,0.180,13.066
2019-04-05 13:00,2019-04-05 14:00,2.064,0.583,0.166,13.445
2019-04-05 14:00,2019-04-05 15:00,1.639,0.401,0.179,13.328
2019-04-05 15:00,2019-04-05 16:00,0.821,0.103,0.186,12.602
2019-04-05 16:00,2019-04-05 17:00,0.260,0.011,0.094,11.214
2019-04-05 17:00,2019-04-05 18:00,0.061,0.002,0.037,9.504
2019-04-05 18:00,2019-04-05 19:00,0,0,0.004,7.858
2019-04-05 19:00,2019-04-05 20:00,0,0,0,6.792
2019-04-05 20:00,2019-04-05 21:00,0,0,0,6.071
2019-04-05 21:00,2019-04-05 22:00,0,0,0,5.631
2019-04-05 22:00,2019-04-05 23:00,0,0,0,5.340
2019-04-05 23:00,2019-04-06 00:00,0,0,0,5.202
2019-04-06 00:00,2019-04-06 01:00,0,0,0,5.027
2019-04-06 01:00,2019-04-06 02:00,0,0,0,4.852
2019-04-06 02:00,2019-04-06 03:00,0,0,0,4.498
2019-04-06 03:00,2019-04-06 04:00,0,0,0,4.320
2019-04-06 04:00,2019-04-06 05:00,0,0,0,4.107
2019-04-06 05:00,2019-04-06 06:00,0,0,0.004,3.770
2019-04-06 06:00,2019-04-06 07:00,0.116,0.007,0.050,4.206
2019-04-06 07:00,2019-04-06 08:00,0.604,0.098,0.112,5.500
2019-04-06 08:00,2019-04-06 09:00,1.578,0.452,0.089,7.393
2019-04-06 09:00,2019-04-06 10:00,2.059,0.631,0.098,9.093
2019-04-06 10:00,2019-04-06 11:00,2.117,0.617,0.139,10.178
2019-04-06 11:00,2019-04-06 12:00,2.272,0.679,0.147,11.004
2019-04-06 12:00,2019-04-06 13:00,2.470,0.794,0.122,11.723
2019-04-06 13:00,2019-04-06 14:00,2.370,0.761,0.112,12.109
2019-04-06 14:00,2019-04-06 15:00,1.965,0.583,0.120,12.041
2019-04-06 15:00,2019-04-06 16:00,1.330,0.327,0.135,11.585
2019-04-06 16:00,2019-04-06 17:00,0.694,0.123,0.122,10.772
2019-04-06 17:00,2019-04-06 18:00,0.236,0.027,0.070,9.499
2019-04-06 18:00,2019-04-06 19:00,0,0,0.011,7.125
2019-04-06 19:00,2019-04-06 20:00,0,0,0,5.700
2019-04-06 20:00,2019-04-06 21:00,0,0,0,4.898
2019-04-06 21:00,2019-04-06 22:00,0,0,0,4.069
2019-04-06 22:00,2019-04-06 23:00,0,0,0,3.840
2019-04-06 23:00,2019-04-07 00:00,0,0,0,4.059
2019-04-07 00:00,2019-04-07 01:00,0,0,0,4.556
2019-04-07 01:00,2019-04-07 02:00,0,0,0,4.936
2019-04-07 02:00,2019-04-07 03:00,0,0,0,5.100
2019-04-07 03:00,2019-04-07 04:00,0,0,0,5.279
2019-04-07 04:00,2019-04-07 05:00,0,0,0,5.420
2019-04-07 05:00,2019-04-07 06:00,0,0,0.003,5.646
2019-04-07 06:00,2019-04-07 07:00,0.050,0.001,0.033,6.378
2019-04-07 07:00,2019-04-07 08:00,0.208,0.006,0.081,7.148
2019-04-07 08:00,2019-04-07 09:00,0.524,0.029,0.159,8.171
2019-04-07 09:00,2019-04-07 10:00,1.127,0.151,0.235,9.460
2019-04-07 10:00,2019-04-07 11:00,1.680,0.350,0.238,10.901
2019-04-07 11:00,2019-04-07 12:00,1.962,0.477,0.226,12.281
2019-04-07 12:00,2019-04-07 13:00,2.104,0.557,0.208,13.482
2019-04-07 13:00,2019-04-07 14:00,1.766,0.401,0.231,14.143
2019-04-07 14:00,2019-04-07 15:00,1.221,0.188,0.241,14.121
2019-04-07 15:00,2019-04-07 16:00,0.628,0.045,0.181,13.508
2019-04-07 16:00,2019-04-07 17:00,0.312,0.013,0.110,12.634
2019-04-07 17:00,2019-04-07 18:00,0.113,0.004,0.054,11.496
2019-04-07 18:00,2019-04-07 19:00,0,0,0.009,9.924
2019-04-07 19:00,2019-04-07 20:00,0,0,0,8.738
2019-04-07 20:00,2019-04-07 21:00,0,0,0,7.892
2019-04-07 21:00,2019-04-07 22:00,0,0,0,7.310
2019-04-07 22:00,2019-04-07 23:00,0,0,0,6.826
2019-04-07 23:00,2019-04-08 00:00,0,0,0,6.521
2019-04-08 00:00,2019-04-08 01:00,0,0,0,6.372
2019-04-08 01:00,2019-04-08 02:00,0,0,0,6.207
2019-04-08 02:00,2019-04-08 03:00,0,0,0,6.097
2019-04-08 03:00,2019-04-08 04:00,0,0,0,6.056
2019-04-08 04:00,2019-04-08 05:00,0,0,0,6.027
2019-04-08 05:00,2019-04-08 06:00,0,0,0.003,6.042
2019-04-08 06:00,2019-04-08 07:00,0.055,0.001,0.035,6.249
2019-04-08 07:00,2019-04-08 08:00,0.267,0.011,0.094,6.854
2019-04-08 08:00,2019-04-08 09:00,0.624,0.050,0.169,8.108
2019-04-08 09:00,2019-04-08 10:00,1.217,0.204,0.215,10.006
2019-04-08 10:00,2019-04-08 11:00,2.182,0.647,0.147,12.675
2019-04-08 11:00,2019-04-08 12:00,2.410,0.772,0.133,14.872
2019-04-08 12:00,2019-04-08 13:00,2.364,0.752,0.139,16.160
2019-04-08 13:00,2019-04-08 14:00,2.200,0.681,0.140,16.658
2019-04-08 14:00,2019-04-08 15:00,1.872,0.544,0.138,16.534
2019-04-08 15:00,2019-04-08 16:00,1.377,0.353,0.136,15.826
2019-04-08 16:00,2019-04-08 17:00,0.774,0.152,0.123,14.487
2019-04-08 17:00,2019-04-08 18:00,0.258,0.029,0.077,12.423
2019-04-08 18:00,2019-04-08 19:00,0,0,0.013,9.968
2019-04-08 19:00,2019-04-08 20:00,0,0,0,8.224
2019-04-08 20:00,2019-04-08 21:00,0,0,0,7.495
2019-04-08 21:00,2019-04-08 22:00,0,0,0,7.134
2019-04-08 22:00,2019-04-08 23:00,0,0,0,6.725
2019-04-08 23:00,2019-04-09 00:00,0,0,0,6.133
2019-04-09 00:00,2019-04-09 01:00,0,0,0,5.691
2019-04-09 01:00,2019-04-09 02:00,0,0,0,5.386
2019-04-09 02:00,2019-04-09 03:00,0,0,0,5.143
2019-04-09 03:00,2019-04-09 04:00,0,0,0,4.977
2019-04-09 04:00,2019-04-09 05:00,0,0,0,4.887
2019-04-09 05:00,2019-04-09 06:00,0,0,0.006,4.889
2019-04-09 06:00,2019-04-09 07:00,0.124,0.006,0.054,5.462
2019-04-09 07:00,2019-04-09 08:00,0.437,0.038,0.121,6.709
2019-04-09 08:00,2019-04-09 09:00,0.952,0.149,0.177,8.241
2019-04-09 09:00,2019-04-09 10:00,1.462,0.309,0.195,9.602
2019-04-09 10:00,2019-04-09 11:00,1.858,0.458,0.197,10.544
2019-04-09 11:00,2019-04-09 12:00,2.081,0.552,0.194,11.113
2019-04-09 12:00,2019-04-09 13:00,2.099,0.562,0.192,11.327
2019-04-09 13:00,2019-04-09 14:00,2.031,0.550,0.177,11.328
2019-04-09 14:00,2019-04-09 15:00,1.825,0.489,0.154,11.003
2019-04-09 15:00,2019-04-09 16:00,1.419,0.355,0.136,10.316
2019-04-09 16:00,2019-04-09 17:00,0.844,0.173,0.119,9.269
2019-04-09 17:00,2019-04-09 18:00,0.280,0.031,0.079,7.890
2019-04-09 18:00,2019-04-09 19:00,0,0,0.013,6.541
2019-04-09 19:00,2019-04-09 20:00,0,0,0,5.737
2019-04-09 20:00,2019-04-09 21:00,0,0,0,5.010
2019-04-09 21:00,2019-04-09 22:00,0,0,0,4.355
2019-04-09 22:00,2019-04-09 23:00,0,0,0,3.692
2019-04-09 23:00,2019-04-10 00:00,0,0,0,2.905
2019-04-10 00:00,2019-04-10 01:00,0,0,0,2.118
2019-04-10 01:00,2019-04-10 02:00,0,0,0,1.662
2019-04-10 02:00,2019-04-10 03:00,0,0,0,1.234
2019-04-10 03:00,2019-04-10 04:00,0,0,0,0.859
2019-04-10 04:00,2019-04-10 05:00,0,0,0,0.646
2019-04-10 05:00,2019-04-10 06:00,0,0,0.010,0.491
2019-04-10 06:00,2019-04-10 07:00,0.299,0.064,0.050,2.272
2019-04-10 07:00,2019-04-10 08:00,1.048,0.296,0.056,4.688
2019-04-10 08:00,2019-04-10 09:00,1.726,0.530,0.062,6.600
2019-04-10 09:00,2019-04-10 10:00,2.242,0.731,0.069,8.026
2019-04-10 10:00,2019-04-10 11:00,2.578,0.876,0.074,9.224
2019-04-10 11:00,2019-04-10 12:00,2.741,0.954,0.077,10.174
2019-04-10 12:00,2019-04-10 13:00,2.740,0.956,0.078,10.771
2019-04-10 13:00,2019-04-10 14:00,2.586,0.887,0.076,10.970
2019-04-10 14:00,2019-04-10 15:00,2.268,0.749,0.073,10.765
2019-04-10 15:00,2019-04-10 16:00,1.780,0.557,0.067,10.214
2019-04-10 16:00,2019-04-10 17:00,1.138,0.330,0.060,9.281
2019-04-10 17:00,2019-04-10 18:00,0.430,0.107,0.050,7.739
2019-04-10 18:00,2019-04-10 19:00,0.003,0,0.016,4.827
2019-04-10 19:00,2019-04-10 20:00,0,0,0,2.748
2019-04-10 20:00,2019-04-10 21:00,0,0,0,1.771
2019-04-10 21:00,2019-04-10 22:00,0,0,0,0.853
2019-04-10 22:00,2019-04-10 23:00,0,0,0,0.060
2019-04-10 23:00,2019-04-11 00:00,0,0,0,-0.638
2019-04-11 00:00,2019-04-11 01:00,0,0,0,-1.199
2019-04-11 01:00,2019-04-11 02:00,0,0,0,-1.560
2019-04-11 02:00,2019-04-11 03:00,0,0,0,-1.654
2019-04-11 03:00,2019-04-11 04:00,0,0,0,-1.654
2019-04-11 04:00,2019-04-11 05:00,0,0,0,-1.656
2019-04-11 05:00,2019-04-11 06:00,0,0,0.011,-1.532
2019-04-11 06:00,2019-04-11 07:00,0.323,0.072,0.049,1.229
2019-04-11 07:00,2019-04-11 08:00,1.006,0.274,0.064,4.015
2019-04-11 08:00,2019-04-11 09:00,1.640,0.484,0.074,5.615
2019-04-11 09:00,2019-04-11 10:00,2.219,0.711,0.074,6.908
2019-04-11 10:00,2019-04-11 11:00,2.593,0.875,0.075,8.124
2019-04-11 11:00,2019-04-11 12:00,2.757,0.954,0.078,9.206
2019-04-11 12:00,2019-04-11 13:00,2.757,0.959,0.079,10.043
2019-04-11 13:00,2019-04-11 14:00,2.591,0.886,0.078,10.599
2019-04-11 14:00,2019-04-11 15:00,2.263,0.746,0.075,10.804
2019-04-11 15:00,2019-04-11 16:00,1.761,0.548,0.071,10.668
2019-04-11 16:00,2019-04-11 17:00,1.118,0.320,0.065,10.128
2019-04-11 17:00,2019-04-11 18:00,0.422,0.101,0.055,8.860
2019-04-11 18:00,2019-04-11 19:00,0.007,0,0.018,5.659
2019-04-11 19:00,2019-04-11 20:00,0,0,0,3.758
2019-04-11 20:00,2019-04-11 21:00,0,0,0,2.864
2019-04-11 21:00,2019-04-11 22:00,0,0,0,1.803
2019-04-11 22:00,2019-04-11 23:00,0,0,0,0.925
2019-04-11 23:00,2019-04-12 00:00,0,0,0,0.171
2019-04-12 00:00,2019-04-12 01:00,0,0,0,-0.461
2019-04-12 01:00,2019-04-12 02:00,0,0,0,-0.931
2019-04-12 02:00,2019-04-12 03:00,0,0,0,-1.266
2019-04-12 03:00,2019-04-12 04:00,0,0,0,-1.459
2019-04-12 04:00,2019-04-12 05:00,0,0,0,-1.598
2019-04-12 05:00,2019-04-12 06:00,0,0,0.012,-1.541
2019-04-12 06:00,2019-04-12 07:00,0.332,0.071,0.052,1.531
2019-04-12 07:00,2019-04-12 08:00,1.013,0.273,0.067,4.492
2019-04-12 08:00,2019-04-12 09:00,1.653,0.487,0.077,6.425
2019-04-12 09:00,2019-04-12 10:00,2.139,0.669,0.087,7.772
2019-04-12 10:00,2019-04-12 11:00,2.435,0.787,0.098,8.798
2019-04-12 11:00,2019-04-12 12:00,2.521,0.814,0.112,9.439
2019-04-12 12:00,2019-04-12 13:00,2.460,0.778,0.122,9.778
2019-04-12 13:00,2019-04-12 14:00,2.262,0.689,0.127,9.830
2019-04-12 14:00,2019-04-12 15:00,2.008,0.596,0.115,9.672
2019-04-12 15:00,2019-04-12 16:00,1.623,0.465,0.097,9.313
2019-04-12 16:00,2019-04-12 17:00,1.021,0.262,0.087,8.532
2019-04-12 17:00,2019-04-12 18:00,0.363,0.064,0.072,7.225
2019-04-12 18:00,2019-04-12 19:00,0.012,0,0.020,4.847
2019-04-12 19:00,2019-04-12 20:00,0,0,0,3.069
2019-04-12 20:00,2019-04-12 21:00,0,0,0,2.282
2019-04-12 21:00,2019-04-12 22:00,0,0,0,1.531
2019-04-12 22:00,2019-04-12 23:00,0,0,0,0.974
2019-04-12 23:00,2019-04-13 00:00,0,0,0,0.446
2019-04-13 00:00,2019-04-13 01:00,0,0,0,-0.237
2019-04-13 01:00,2019-04-13 02:00,0,0,0,-0.807
2019-04-13 02:00,2019-04-13 03:00,0,0,0,-1.207
2019-04-13 03:00,2019-04-13 04:00,0,0,0,-1.477
2019-04-13 04:00,2019-04-13 05:00,0,0,0,-1.605
2019-04-13 05:00,2019-04-13 06:00,0,0,0.014,-1.273
2019-04-13 06:00,2019-04-13 07:00,0.322,0.060,0.061,1.598
2019-04-13 07:00,2019-04-13 08:00,0.967,0.244,0.081,4.068
2019-04-13 08:00,2019-04-13 09:00,1.540,0.421,0.101,5.767
2019-04-13 09:00,2019-04-13 10:00,1.774,0.465,0.145,6.676
2019-04-13 10:00,2019-04-13 11:00,2.025,0.543,0.167,7.533
2019-04-13 11:00,2019-04-13 12:00,2.205,0.615,0.170,8.315
2019-04-13 12:00,2019-04-13 13:00,2.240,0.634,0.167,8.714
2019-04-13 13:00,2019-04-13 14:00,2.066,0.563,0.167,8.706
2019-04-13 14:00,2019-04-13 15:00,1.845,0.494,0.149,8.504
2019-04-13 15:00,2019-04-13 16:00,1.480,0.381,0.126,8.024
2019-04-13 16:00,2019-04-13 17:00,0.947,0.217,0.105,7.139
2019-04-13 17:00,2019-04-13 18:00,0.384,0.067,0.075,5.872
2019-04-13 18:00,2019-04-13 19:00,0.018,0,0.022,3.702
2019-04-13 19:00,2019-04-13 20:00,0,0,0,1.936
2019-04-13 20:00,2019-04-13 21:00,0,0,0,1.296
2019-04-13 21:00,2019-04-13 22:00,0,0,0,0.623
2019-04-13 22:00,2019-04-13 23:00,0,0,0,-0.208
2019-04-13 23:00,2019-04-14 00:00,0,0,0,-0.723
2019-04-14 00:00,2019-04-14 01:00,0,0,0,-1.238
2019-04-14 01:00,2019-04-14 02:00,0,0,0,-1.569
2019-04-14 02:00,2019-04-14 03:00,0,0,0,-1.663
2019-04-14 03:00,2019-04-14 04:00,0,0,0,-1.817
2019-04-14 04:00,2019-04-14 05:00,0,0,0,-2.076
2019-04-14 05:00,2019-04-14 06:00,0.003,0,0.016,-1.719
2019-04-14 06:00,2019-04-14 07:00,0.346,0.063,0.064,1.342
2019-04-14 07:00,2019-04-14 08:00,0.990,0.245,0.087,3.946
2019-04-14 08:00,2019-04-14 09:00,1.563,0.423,0.108,6.136
