# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 52.912, -1.186 - Version: 1.4 (gsee f9b6961) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": "true", "header": "true", "lat": "52.91175422901093", "lon": "-1.1857268059210286", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "3.5", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": "true"}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 00:00,0,0,0,7.203
2019-01-01 01:00,2019-01-01 01:00,0,0,0,7.468
2019-01-01 02:00,2019-01-01 02:00,0,0,0,7.594
2019-01-01 03:00,2019-01-01 03:00,0,0,0,7.780
2019-01-01 04:00,2019-01-01 04:00,0,0,0,7.851
2019-01-01 05:00,2019-01-01 05:00,0,0,0,7.893
2019-01-01 06:00,2019-01-01 06:00,0,0,0,7.743
2019-01-01 07:00,2019-01-01 07:00,0,0,0,7.371
2019-01-01 08:00,2019-01-01 08:00,0.006,0.010,0.008,7.005
2019-01-01 09:00,2019-01-01 09:00,0.325,0.076,0.049,7.476
2019-01-01 10:00,2019-01-01 10:00,0.772,0.190,0.076,7.861
2019-01-01 11:00,2019-01-01 11:00,1.467,0.433,0.070,8.138
2019-01-01 12:00,2019-01-01 12:00,1.548,0.466,0.065,8.205
2019-01-01 13:00,2019-01-01 13:00,1.316,0.387,0.061,7.933
2019-01-01 14:00,2019-01-01 14:00,0.789,0.222,0.049,7.029
2019-01-01 15:00,2019-01-01 15:00,0.147,0.052,0.014,4.593
2019-01-01 16:00,2019-01-01 16:00,0,0,0,3.038
2019-01-01 17:00,2019-01-01 17:00,0,0,0,2.434
2019-01-01 18:00,2019-01-01 18:00,0,0,0,1.766
2019-01-01 19:00,2019-01-01 19:00,0,0,0,1.262
2019-01-01 20:00,2019-01-01 20:00,0,0,0,0.723
2019-01-01 21:00,2019-01-01 21:00,0,0,0,0.176
2019-01-01 22:00,2019-01-01 22:00,0,0,0,-0.254
2019-01-01 23:00,2019-01-01 23:00,0,0,0,-0.551
2019-01-02 00:00,2019-01-02 00:00,0,0,0,-0.901
2019-01-02 01:00,2019-01-02 01:00,0,0,0,-1.105
2019-01-02 02:00,2019-01-02 02:00,0,0,0,-1.140
2019-01-02 03:00,2019-01-02 03:00,0,0,0,-1.023
2019-01-02 04:00,2019-01-02 04:00,0,0,0,-1.112
2019-01-02 05:00,2019-01-02 05:00,0,0,0,-1.092
2019-01-02 06:00,2019-01-02 06:00,0,0,0,-1.201
2019-01-02 07:00,2019-01-02 07:00,0,0,0,-1.350
2019-01-02 08:00,2019-01-02 08:00,0.034,0.018,0.009,-1.219
2019-01-02 09:00,2019-01-02 09:00,0.516,0.128,0.051,0.720
2019-01-02 10:00,2019-01-02 10:00,0.931,0.234,0.077,2.281
2019-01-02 11:00,2019-01-02 11:00,1.111,0.281,0.090,3.346
2019-01-02 12:00,2019-01-02 12:00,1.048,0.258,0.094,4.579
2019-01-02 13:00,2019-01-02 13:00,0.684,0.149,0.086,4.822
2019-01-02 14:00,2019-01-02 14:00,0.314,0.063,0.056,4.146
2019-01-02 15:00,2019-01-02 15:00,0.032,0.015,0.013,2.586
2019-01-02 16:00,2019-01-02 16:00,0,0,0,1.814
2019-01-02 17:00,2019-01-02 17:00,0,0,0,1.553
2019-01-02 18:00,2019-01-02 18:00,0,0,0,1.412
2019-01-02 19:00,2019-01-02 19:00,0,0,0,1.382
2019-01-02 20:00,2019-01-02 20:00,0,0,0,1.326
2019-01-02 21:00,2019-01-02 21:00,0,0,0,1.130
2019-01-02 22:00,2019-01-02 22:00,0,0,0,0.805
2019-01-02 23:00,2019-01-02 23:00,0,0,0,0.461
2019-01-03 00:00,2019-01-03 00:00,0,0,0,0.169
2019-01-03 01:00,2019-01-03 01:00,0,0,0,-0.066
2019-01-03 02:00,2019-01-03 02:00,0,0,0,-0.274
2019-01-03 03:00,2019-01-03 03:00,0,0,0,-0.476
2019-01-03 04:00,2019-01-03 04:00,0,0,0,-0.813
2019-01-03 05:00,2019-01-03 05:00,0,0,0,-0.967
2019-01-03 06:00,2019-01-03 06:00,0,0,0,-1.023
2019-01-03 07:00,2019-01-03 07:00,0,0,0,-0.697
2019-01-03 08:00,2019-01-03 08:00,0.031,0.018,0.009,-0.389
2019-01-03 09:00,2019-01-03 09:00,0.526,0.132,0.050,0.564
2019-01-03 10:00,2019-01-03 10:00,1.034,0.270,0.072,1.488
2019-01-03 11:00,2019-01-03 11:00,1.295,0.349,0.081,2.551
2019-01-03 12:00,2019-01-03 12:00,1.245,0.331,0.084,3.150
2019-01-03 13:00,2019-01-03 13:00,1.043,0.272,0.076,3.084
2019-01-03 14:00,2019-01-03 14:00,0.590,0.148,0.056,2.470
2019-01-03 15:00,2019-01-03 15:00,0.130,0.045,0.015,1.373
2019-01-03 16:00,2019-01-03 16:00,0,0,0,0.650
2019-01-03 17:00,2019-01-03 17:00,0,0,0,0.175
2019-01-03 18:00,2019-01-03 18:00,0,0,0,-0.170
2019-01-03 19:00,2019-01-03 19:00,0,0,0,-0.523
2019-01-03 20:00,2019-01-03 20:00,0,0,0,-0.957
2019-01-03 21:00,2019-01-03 21:00,0,0,0,-1.236
2019-01-03 22:00,2019-01-03 22:00,0,0,0,-1.571
2019-01-03 23:00,2019-01-03 23:00,0,0,0,-2.509
2019-01-04 00:00,2019-01-04 00:00,0,0,0,-2.945
2019-01-04 01:00,2019-01-04 01:00,0,0,0,-3.012
2019-01-04 02:00,2019-01-04 02:00,0,0,0,-2.971
2019-01-04 03:00,2019-01-04 03:00,0,0,0,-3.146
2019-01-04 04:00,2019-01-04 04:00,0,0,0,-3.372
2019-01-04 05:00,2019-01-04 05:00,0,0,0,-3.530
2019-01-04 06:00,2019-01-04 06:00,0,0,0,-3.577
2019-01-04 07:00,2019-01-04 07:00,0,0,0,-3.533
2019-01-04 08:00,2019-01-04 08:00,0.025,0.014,0.010,-2.978
2019-01-04 09:00,2019-01-04 09:00,0.260,0.049,0.051,-1.499
2019-01-04 10:00,2019-01-04 10:00,0.441,0.072,0.084,-0.522
2019-01-04 11:00,2019-01-04 11:00,0.529,0.082,0.101,0.467
2019-01-04 12:00,2019-01-04 12:00,0.527,0.081,0.102,1.334
2019-01-04 13:00,2019-01-04 13:00,0.612,0.119,0.091,1.861
2019-01-04 14:00,2019-01-04 14:00,0.467,0.103,0.061,1.520
2019-01-04 15:00,2019-01-04 15:00,0.062,0.022,0.015,-0.042
2019-01-04 16:00,2019-01-04 16:00,0,0,0,-0.686
2019-01-04 17:00,2019-01-04 17:00,0,0,0,-0.616
2019-01-04 18:00,2019-01-04 18:00,0,0,0,-0.540
2019-01-04 19:00,2019-01-04 19:00,0,0,0,-0.238
2019-01-04 20:00,2019-01-04 20:00,0,0,0,0.120
2019-01-04 21:00,2019-01-04 21:00,0,0,0,0.338
2019-01-04 22:00,2019-01-04 22:00,0,0,0,0.344
2019-01-04 23:00,2019-01-04 23:00,0,0,0,0.289
2019-01-05 00:00,2019-01-05 00:00,0,0,0,0.257
2019-01-05 01:00,2019-01-05 01:00,0,0,0,0.153
2019-01-05 02:00,2019-01-05 02:00,0,0,0,0.001
2019-01-05 03:00,2019-01-05 03:00,0,0,0,-0.099
2019-01-05 04:00,2019-01-05 04:00,0,0,0,-0.036
2019-01-05 05:00,2019-01-05 05:00,0,0,0,0.062
2019-01-05 06:00,2019-01-05 06:00,0,0,0,0.082
2019-01-05 07:00,2019-01-05 07:00,0,0,0,0.097
2019-01-05 08:00,2019-01-05 08:00,0,0.002,0.007,0.238
2019-01-05 09:00,2019-01-05 09:00,0.100,0.011,0.039,1.230
2019-01-05 10:00,2019-01-05 10:00,0.253,0.025,0.074,2.247
2019-01-05 11:00,2019-01-05 11:00,0.358,0.036,0.096,3.097
2019-01-05 12:00,2019-01-05 12:00,0.331,0.031,0.094,3.572
2019-01-05 13:00,2019-01-05 13:00,0.237,0.020,0.075,3.655
2019-01-05 14:00,2019-01-05 14:00,0.104,0.010,0.043,3.074
2019-01-05 15:00,2019-01-05 15:00,0,0.002,0.009,2.086
2019-01-05 16:00,2019-01-05 16:00,0,0,0,1.684
2019-01-05 17:00,2019-01-05 17:00,0,0,0,1.686
2019-01-05 18:00,2019-01-05 18:00,0,0,0,1.659
2019-01-05 19:00,2019-01-05 19:00,0,0,0,1.832
2019-01-05 20:00,2019-01-05 20:00,0,0,0,2.087
2019-01-05 21:00,2019-01-05 21:00,0,0,0,2.270
2019-01-05 22:00,2019-01-05 22:00,0,0,0,2.556
2019-01-05 23:00,2019-01-05 23:00,0,0,0,2.734
2019-01-06 00:00,2019-01-06 00:00,0,0,0,2.746
2019-01-06 01:00,2019-01-06 01:00,0,0,0,2.663
2019-01-06 02:00,2019-01-06 02:00,0,0,0,2.597
2019-01-06 03:00,2019-01-06 03:00,0,0,0,2.489
2019-01-06 04:00,2019-01-06 04:00,0,0,0,2.408
2019-01-06 05:00,2019-01-06 05:00,0,0,0,2.225
2019-01-06 06:00,2019-01-06 06:00,0,0,0,2.609
2019-01-06 07:00,2019-01-06 07:00,0,0,0,2.985
2019-01-06 08:00,2019-01-06 08:00,0,0,0.003,3.671
2019-01-06 09:00,2019-01-06 09:00,0.006,0.001,0.016,4.296
2019-01-06 10:00,2019-01-06 10:00,0.054,0.002,0.033,4.876
2019-01-06 11:00,2019-01-06 11:00,0.126,0.005,0.055,5.544
2019-01-06 12:00,2019-01-06 12:00,0.228,0.013,0.080,6.205
2019-01-06 13:00,2019-01-06 13:00,0.233,0.018,0.077,6.607
2019-01-06 14:00,2019-01-06 14:00,0.123,0.011,0.048,6.386
2019-01-06 15:00,2019-01-06 15:00,0,0.003,0.010,5.445
2019-01-06 16:00,2019-01-06 16:00,0,0,0,5.256
2019-01-06 17:00,2019-01-06 17:00,0,0,0,5.596
2019-01-06 18:00,2019-01-06 18:00,0,0,0,5.531
2019-01-06 19:00,2019-01-06 19:00,0,0,0,5.282
2019-01-06 20:00,2019-01-06 20:00,0,0,0,4.995
2019-01-06 21:00,2019-01-06 21:00,0,0,0,4.660
2019-01-06 22:00,2019-01-06 22:00,0,0,0,4.580
2019-01-06 23:00,2019-01-06 23:00,0,0,0,4.449
2019-01-07 00:00,2019-01-07 00:00,0,0,0,4.192
2019-01-07 01:00,2019-01-07 01:00,0,0,0,4.092
2019-01-07 02:00,2019-01-07 02:00,0,0,0,4.069
2019-01-07 03:00,2019-01-07 03:00,0,0,0,4.015
2019-01-07 04:00,2019-01-07 04:00,0,0,0,3.865
2019-01-07 05:00,2019-01-07 05:00,0,0,0,3.736
2019-01-07 06:00,2019-01-07 06:00,0,0,0,3.705
2019-01-07 07:00,2019-01-07 07:00,0,0,0,3.692
2019-01-07 08:00,2019-01-07 08:00,0,0.001,0.004,4.100
2019-01-07 09:00,2019-01-07 09:00,0.023,0.002,0.022,4.810
2019-01-07 10:00,2019-01-07 10:00,0.089,0.004,0.044,5.631
2019-01-07 11:00,2019-01-07 11:00,0.174,0.009,0.067,6.863
2019-01-07 12:00,2019-01-07 12:00,0.360,0.033,0.103,8.189
2019-01-07 13:00,2019-01-07 13:00,0.257,0.022,0.082,9.093
2019-01-07 14:00,2019-01-07 14:00,0.038,0.003,0.028,9.313
2019-01-07 15:00,2019-01-07 15:00,0,0,0.003,9.176
2019-01-07 16:00,2019-01-07 16:00,0,0,0,9.068
2019-01-07 17:00,2019-01-07 17:00,0,0,0,9.021
2019-01-07 18:00,2019-01-07 18:00,0,0,0,8.636
2019-01-07 19:00,2019-01-07 19:00,0,0,0,7.663
2019-01-07 20:00,2019-01-07 20:00,0,0,0,6.734
2019-01-07 21:00,2019-01-07 21:00,0,0,0,5.949
2019-01-07 22:00,2019-01-07 22:00,0,0,0,5.568
2019-01-07 23:00,2019-01-07 23:00,0,0,0,5.327
2019-01-08 00:00,2019-01-08 00:00,0,0,0,5.158
2019-01-08 01:00,2019-01-08 01:00,0,0,0,5.179
2019-01-08 02:00,2019-01-08 02:00,0,0,0,5.232
2019-01-08 03:00,2019-01-08 03:00,0,0,0,5.620
2019-01-08 04:00,2019-01-08 04:00,0,0,0,5.841
2019-01-08 05:00,2019-01-08 05:00,0,0,0,5.864
2019-01-08 06:00,2019-01-08 06:00,0,0,0,5.843
2019-01-08 07:00,2019-01-08 07:00,0,0,0,5.598
2019-01-08 08:00,2019-01-08 08:00,0.001,0.007,0.008,5.284
2019-01-08 09:00,2019-01-08 09:00,0.393,0.091,0.053,5.344
2019-01-08 10:00,2019-01-08 10:00,1.295,0.373,0.065,6.042
2019-01-08 11:00,2019-01-08 11:00,1.611,0.485,0.065,6.825
2019-01-08 12:00,2019-01-08 12:00,1.615,0.488,0.066,7.314
2019-01-08 13:00,2019-01-08 13:00,1.382,0.408,0.062,7.353
2019-01-08 14:00,2019-01-08 14:00,0.864,0.243,0.051,6.708
2019-01-08 15:00,2019-01-08 15:00,0.194,0.064,0.018,5.055
2019-01-08 16:00,2019-01-08 16:00,0,0,0,3.331
2019-01-08 17:00,2019-01-08 17:00,0,0,0,2.915
2019-01-08 18:00,2019-01-08 18:00,0,0,0,2.697
2019-01-08 19:00,2019-01-08 19:00,0,0,0,2.573
2019-01-08 20:00,2019-01-08 20:00,0,0,0,2.610
2019-01-08 21:00,2019-01-08 21:00,0,0,0,2.336
2019-01-08 22:00,2019-01-08 22:00,0,0,0,2.081
2019-01-08 23:00,2019-01-08 23:00,0,0,0,1.569
2019-01-09 00:00,2019-01-09 00:00,0,0,0,1.550
2019-01-09 01:00,2019-01-09 01:00,0,0,0,1.177
2019-01-09 02:00,2019-01-09 02:00,0,0,0,0.462
2019-01-09 03:00,2019-01-09 03:00,0,0,0,0.242
2019-01-09 04:00,2019-01-09 04:00,0,0,0,0.084
2019-01-09 05:00,2019-01-09 05:00,0,0,0,-0.131
2019-01-09 06:00,2019-01-09 06:00,0,0,0,-0.257
2019-01-09 07:00,2019-01-09 07:00,0,0,0,-0.326
2019-01-09 08:00,2019-01-09 08:00,0.035,0.017,0.011,-0.306
2019-01-09 09:00,2019-01-09 09:00,0.496,0.118,0.055,0.665
2019-01-09 10:00,2019-01-09 10:00,1.066,0.276,0.077,1.930
2019-01-09 11:00,2019-01-09 11:00,1.239,0.324,0.088,3.314
2019-01-09 12:00,2019-01-09 12:00,1.201,0.311,0.091,4.156
2019-01-09 13:00,2019-01-09 13:00,1.019,0.260,0.082,4.395
2019-01-09 14:00,2019-01-09 14:00,0.598,0.146,0.061,3.967
2019-01-09 15:00,2019-01-09 15:00,0.111,0.036,0.019,2.381
2019-01-09 16:00,2019-01-09 16:00,0,0,0,0.807
2019-01-09 17:00,2019-01-09 17:00,0,0,0,0.331
2019-01-09 18:00,2019-01-09 18:00,0,0,0,-0.132
2019-01-09 19:00,2019-01-09 19:00,0,0,0,-0.459
2019-01-09 20:00,2019-01-09 20:00,0,0,0,-0.200
2019-01-09 21:00,2019-01-09 21:00,0,0,0,-0.224
2019-01-09 22:00,2019-01-09 22:00,0,0,0,-0.660
2019-01-09 23:00,2019-01-09 23:00,0,0,0,-1.124
2019-01-10 00:00,2019-01-10 00:00,0,0,0,-1.183
2019-01-10 01:00,2019-01-10 01:00,0,0,0,-0.998
2019-01-10 02:00,2019-01-10 02:00,0,0,0,-1.101
2019-01-10 03:00,2019-01-10 03:00,0,0,0,-1.052
2019-01-10 04:00,2019-01-10 04:00,0,0,0,-0.786
2019-01-10 05:00,2019-01-10 05:00,0,0,0,-0.679
2019-01-10 06:00,2019-01-10 06:00,0,0,0,-0.509
2019-01-10 07:00,2019-01-10 07:00,0,0,0,-0.043
2019-01-10 08:00,2019-01-10 08:00,0,0.001,0.005,0.805
2019-01-10 09:00,2019-01-10 09:00,0.014,0.001,0.019,1.751
2019-01-10 10:00,2019-01-10 10:00,0.051,0.002,0.033,2.549
2019-01-10 11:00,2019-01-10 11:00,0.071,0.002,0.039,3.280
2019-01-10 12:00,2019-01-10 12:00,0.082,0.002,0.043,3.904
2019-01-10 13:00,2019-01-10 13:00,0.081,0.003,0.042,4.462
2019-01-10 14:00,2019-01-10 14:00,0.055,0.003,0.033,4.746
2019-01-10 15:00,2019-01-10 15:00,0,0.001,0.009,4.424
2019-01-10 16:00,2019-01-10 16:00,0,0,0,4.390
2019-01-10 17:00,2019-01-10 17:00,0,0,0,4.856
2019-01-10 18:00,2019-01-10 18:00,0,0,0,5.099
2019-01-10 19:00,2019-01-10 19:00,0,0,0,5.130
2019-01-10 20:00,2019-01-10 20:00,0,0,0,4.805
2019-01-10 21:00,2019-01-10 21:00,0,0,0,4.390
2019-01-10 22:00,2019-01-10 22:00,0,0,0,3.921
2019-01-10 23:00,2019-01-10 23:00,0,0,0,3.572
2019-01-11 00:00,2019-01-11 00:00,0,0,0,3.313
2019-01-11 01:00,2019-01-11 01:00,0,0,0,3.006
2019-01-11 02:00,2019-01-11 02:00,0,0,0,2.829
2019-01-11 03:00,2019-01-11 03:00,0,0,0,2.741
2019-01-11 04:00,2019-01-11 04:00,0,0,0,2.751
2019-01-11 05:00,2019-01-11 05:00,0,0,0,2.790
2019-01-11 06:00,2019-01-11 06:00,0,0,0,2.836
2019-01-11 07:00,2019-01-11 07:00,0,0,0,2.784
2019-01-11 08:00,2019-01-11 08:00,0,0.001,0.006,2.900
2019-01-11 09:00,2019-01-11 09:00,0.058,0.004,0.032,3.586
2019-01-11 10:00,2019-01-11 10:00,0.176,0.011,0.065,4.159
2019-01-11 11:00,2019-01-11 11:00,0.219,0.012,0.078,4.615
2019-01-11 12:00,2019-01-11 12:00,0.243,0.014,0.083,5.133
2019-01-11 13:00,2019-01-11 13:00,0.199,0.012,0.071,5.511
2019-01-11 14:00,2019-01-11 14:00,0.090,0.006,0.042,5.610
2019-01-11 15:00,2019-01-11 15:00,0,0.002,0.011,5.234
2019-01-11 16:00,2019-01-11 16:00,0,0,0,4.783
2019-01-11 17:00,2019-01-11 17:00,0,0,0,4.874
2019-01-11 18:00,2019-01-11 18:00,0,0,0,5.126
2019-01-11 19:00,2019-01-11 19:00,0,0,0,4.619
2019-01-11 20:00,2019-01-11 20:00,0,0,0,4.174
2019-01-11 21:00,2019-01-11 21:00,0,0,0,4.021
2019-01-11 22:00,2019-01-11 22:00,0,0,0,4.250
2019-01-11 23:00,2019-01-11 23:00,0,0,0,4.323
2019-01-12 00:00,2019-01-12 00:00,0,0,0,4.290
2019-01-12 01:00,2019-01-12 01:00,0,0,0,4.371
2019-01-12 02:00,2019-01-12 02:00,0,0,0,4.662
2019-01-12 03:00,2019-01-12 03:00,0,0,0,5.337
2019-01-12 04:00,2019-01-12 04:00,0,0,0,6.253
2019-01-12 05:00,2019-01-12 05:00,0,0,0,6.991
2019-01-12 06:00,2019-01-12 06:00,0,0,0,7.587
2019-01-12 07:00,2019-01-12 07:00,0,0,0,7.878
2019-01-12 08:00,2019-01-12 08:00,0,0,0.003,7.736
2019-01-12 09:00,2019-01-12 09:00,0.003,0.001,0.015,7.578
2019-01-12 10:00,2019-01-12 10:00,0.051,0.002,0.033,7.571
2019-01-12 11:00,2019-01-12 11:00,0.152,0.006,0.064,7.743
2019-01-12 12:00,2019-01-12 12:00,0.176,0.007,0.070,7.827
2019-01-12 13:00,2019-01-12 13:00,0.113,0.004,0.052,7.676
2019-01-12 14:00,2019-01-12 14:00,0.053,0.003,0.033,7.482
2019-01-12 15:00,2019-01-12 15:00,0,0.001,0.009,7.268
2019-01-12 16:00,2019-01-12 16:00,0,0,0,7.313
2019-01-12 17:00,2019-01-12 17:00,0,0,0,7.725
2019-01-12 18:00,2019-01-12 18:00,0,0,0,8.136
2019-01-12 19:00,2019-01-12 19:00,0,0,0,8.420
2019-01-12 20:00,2019-01-12 20:00,0,0,0,8.529
2019-01-12 21:00,2019-01-12 21:00,0,0,0,8.546
2019-01-12 22:00,2019-01-12 22:00,0,0,0,8.634
2019-01-12 23:00,2019-01-12 23:00,0,0,0,8.645
2019-01-13 00:00,2019-01-13 00:00,0,0,0,8.598
2019-01-13 01:00,2019-01-13 01:00,0,0,0,8.522
2019-01-13 02:00,2019-01-13 02:00,0,0,0,8.438
2019-01-13 03:00,2019-01-13 03:00,0,0,0,8.318
2019-01-13 04:00,2019-01-13 04:00,0,0,0,8.197
2019-01-13 05:00,2019-01-13 05:00,0,0,0,8.041
2019-01-13 06:00,2019-01-13 06:00,0,0,0,7.942
2019-01-13 07:00,2019-01-13 07:00,0,0,0,7.849
2019-01-13 08:00,2019-01-13 08:00,0,0.003,0.009,7.863
2019-01-13 09:00,2019-01-13 09:00,0.159,0.019,0.053,8.120
2019-01-13 10:00,2019-01-13 10:00,0.357,0.042,0.093,8.641
2019-01-13 11:00,2019-01-13 11:00,0.317,0.025,0.097,9.256
2019-01-13 12:00,2019-01-13 12:00,0.187,0.009,0.072,9.626
2019-01-13 13:00,2019-01-13 13:00,0.115,0.005,0.052,9.682
2019-01-13 14:00,2019-01-13 14:00,0.070,0.004,0.038,9.361
2019-01-13 15:00,2019-01-13 15:00,0,0.002,0.012,8.730
2019-01-13 16:00,2019-01-13 16:00,0,0,0,8.105
2019-01-13 17:00,2019-01-13 17:00,0,0,0,7.612
2019-01-13 18:00,2019-01-13 18:00,0,0,0,6.953
2019-01-13 19:00,2019-01-13 19:00,0,0,0,6.313
2019-01-13 20:00,2019-01-13 20:00,0,0,0,5.937
2019-01-13 21:00,2019-01-13 21:00,0,0,0,5.773
2019-01-13 22:00,2019-01-13 22:00,0,0,0,5.756
2019-01-13 23:00,2019-01-13 23:00,0,0,0,5.927
2019-01-14 00:00,2019-01-14 00:00,0,0,0,6.225
2019-01-14 01:00,2019-01-14 01:00,0,0,0,6.427
2019-01-14 02:00,2019-01-14 02:00,0,0,0,6.522
2019-01-14 03:00,2019-01-14 03:00,0,0,0,6.469
2019-01-14 04:00,2019-01-14 04:00,0,0,0,6.313
2019-01-14 05:00,2019-01-14 05:00,0,0,0,6.135
2019-01-14 06:00,2019-01-14 06:00,0,0,0,5.971
2019-01-14 07:00,2019-01-14 07:00,0,0,0,5.787
2019-01-14 08:00,2019-01-14 08:00,0,0.001,0.007,5.736
2019-01-14 09:00,2019-01-14 09:00,0.079,0.006,0.038,5.986
2019-01-14 10:00,2019-01-14 10:00,0.265,0.023,0.082,6.499
2019-01-14 11:00,2019-01-14 11:00,0.427,0.046,0.111,7.030
2019-01-14 12:00,2019-01-14 12:00,0.433,0.045,0.113,7.296
2019-01-14 13:00,2019-01-14 13:00,0.196,0.012,0.071,7.152
2019-01-14 14:00,2019-01-14 14:00,0.097,0.007,0.044,6.752
2019-01-14 15:00,2019-01-14 15:00,0.001,0.002,0.013,5.903
2019-01-14 16:00,2019-01-14 16:00,0,0,0,5.202
2019-01-14 17:00,2019-01-14 17:00,0,0,0,4.888
2019-01-14 18:00,2019-01-14 18:00,0,0,0,4.591
2019-01-14 19:00,2019-01-14 19:00,0,0,0,4.212
2019-01-14 20:00,2019-01-14 20:00,0,0,0,3.745
2019-01-14 21:00,2019-01-14 21:00,0,0,0,3.633
2019-01-14 22:00,2019-01-14 22:00,0,0,0,3.430
2019-01-14 23:00,2019-01-14 23:00,0,0,0,3.709
2019-01-15 00:00,2019-01-15 00:00,0,0,0,3.864
2019-01-15 01:00,2019-01-15 01:00,0,0,0,4.044
2019-01-15 02:00,2019-01-15 02:00,0,0,0,4.273
2019-01-15 03:00,2019-01-15 03:00,0,0,0,4.823
2019-01-15 04:00,2019-01-15 04:00,0,0,0,5.004
2019-01-15 05:00,2019-01-15 05:00,0,0,0,5.072
2019-01-15 06:00,2019-01-15 06:00,0,0,0,5.252
2019-01-15 07:00,2019-01-15 07:00,0,0,0,5.310
2019-01-15 08:00,2019-01-15 08:00,0.025,0.011,0.014,5.346
2019-01-15 09:00,2019-01-15 09:00,0.347,0.067,0.063,5.939
2019-01-15 10:00,2019-01-15 10:00,0.728,0.154,0.097,6.883
2019-01-15 11:00,2019-01-15 11:00,1.072,0.258,0.108,7.847
2019-01-15 12:00,2019-01-15 12:00,1.137,0.282,0.107,8.538
2019-01-15 13:00,2019-01-15 13:00,0.801,0.178,0.099,8.715
2019-01-15 14:00,2019-01-15 14:00,0.504,0.108,0.073,8.349
2019-01-15 15:00,2019-01-15 15:00,0.026,0.007,0.018,7.491
2019-01-15 16:00,2019-01-15 16:00,0,0,0,6.862
2019-01-15 17:00,2019-01-15 17:00,0,0,0,6.744
2019-01-15 18:00,2019-01-15 18:00,0,0,0,6.686
2019-01-15 19:00,2019-01-15 19:00,0,0,0,6.691
2019-01-15 20:00,2019-01-15 20:00,0,0,0,6.851
2019-01-15 21:00,2019-01-15 21:00,0,0,0,6.902
2019-01-15 22:00,2019-01-15 22:00,0,0,0,7.015
2019-01-15 23:00,2019-01-15 23:00,0,0,0,7.009
2019-01-16 00:00,2019-01-16 00:00,0,0,0,7.017
2019-01-16 01:00,2019-01-16 01:00,0,0,0,7.118
2019-01-16 02:00,2019-01-16 02:00,0,0,0,7.197
2019-01-16 03:00,2019-01-16 03:00,0,0,0,7.242
2019-01-16 04:00,2019-01-16 04:00,0,0,0,7.264
2019-01-16 05:00,2019-01-16 05:00,0,0,0,7.341
2019-01-16 06:00,2019-01-16 06:00,0,0,0,7.389
2019-01-16 07:00,2019-01-16 07:00,0,0,0,7.387
2019-01-16 08:00,2019-01-16 08:00,0,0.003,0.010,7.393
2019-01-16 09:00,2019-01-16 09:00,0.095,0.008,0.043,7.678
2019-01-16 10:00,2019-01-16 10:00,0.173,0.011,0.065,8.043
2019-01-16 11:00,2019-01-16 11:00,0.396,0.037,0.110,8.235
2019-01-16 12:00,2019-01-16 12:00,0.376,0.033,0.108,7.581
2019-01-16 13:00,2019-01-16 13:00,0.183,0.010,0.069,6.544
2019-01-16 14:00,2019-01-16 14:00,0.089,0.005,0.042,5.739
2019-01-16 15:00,2019-01-16 15:00,0.006,0.002,0.015,5.009
2019-01-16 16:00,2019-01-16 16:00,0,0,0,4.125
2019-01-16 17:00,2019-01-16 17:00,0,0,0,3.388
2019-01-16 18:00,2019-01-16 18:00,0,0,0,2.834
2019-01-16 19:00,2019-01-16 19:00,0,0,0,2.759
2019-01-16 20:00,2019-01-16 20:00,0,0,0,2.576
2019-01-16 21:00,2019-01-16 21:00,0,0,0,2.202
2019-01-16 22:00,2019-01-16 22:00,0,0,0,2.261
2019-01-16 23:00,2019-01-16 23:00,0,0,0,2.434
2019-01-17 00:00,2019-01-17 00:00,0,0,0,2.587
2019-01-17 01:00,2019-01-17 01:00,0,0,0,2.473
2019-01-17 02:00,2019-01-17 02:00,0,0,0,2.213
2019-01-17 03:00,2019-01-17 03:00,0,0,0,2.058
2019-01-17 04:00,2019-01-17 04:00,0,0,0,1.564
2019-01-17 05:00,2019-01-17 05:00,0,0,0,0.783
2019-01-17 06:00,2019-01-17 06:00,0,0,0,-0.371
2019-01-17 07:00,2019-01-17 07:00,0,-0,0,-1.259
2019-01-17 08:00,2019-01-17 08:00,0.180,0.055,0.020,-1.378
2019-01-17 09:00,2019-01-17 09:00,0.656,0.157,0.064,-0.368
2019-01-17 10:00,2019-01-17 10:00,1.001,0.240,0.091,1.056
2019-01-17 11:00,2019-01-17 11:00,1.248,0.313,0.101,2.340
2019-01-17 12:00,2019-01-17 12:00,1.342,0.349,0.098,3.001
2019-01-17 13:00,2019-01-17 13:00,1.043,0.255,0.093,3.185
